,temp,hum,windspeed,atemp,cnt
13753,0.64,0.78,0.1343,0.5909,185
13754,0.64,0.83,0.1343,0.5758,487
13755,0.66,0.78,0.194,0.6061,681
13756,0.68,0.74,0.0896,0.6364,350
13757,0.72,0.66,0.0896,0.6818,236
13758,0.76,0.58,0.0896,0.7121,234
13759,0.8,0.49,0.1045,0.7424,284
13760,0.8,0.52,0.1642,0.7424,280
13761,0.82,0.46,0.1642,0.7576,263
13762,0.82,0.46,0.1642,0.7576,295
13763,0.8,0.55,0.2836,0.7576,479
13764,0.8,0.49,0.1642,0.7424,837
13765,0.76,0.62,0.2239,0.7121,891
13766,0.74,0.66,0.2537,0.697,652
13767,0.74,0.66,0.1642,0.697,513
13768,0.72,0.7,0.1343,0.6818,320
13769,0.72,0.7,0.1045,0.6818,288
13770,0.7,0.74,0.0,0.6667,152
13771,0.7,0.74,0.0,0.6667,63
13772,0.68,0.79,0.1045,0.6364,42
13773,0.66,0.83,0.0896,0.6061,11
13774,0.66,0.83,0.0,0.6061,6
13775,0.66,0.83,0.0,0.6061,9
13776,0.66,0.89,0.1343,0.5909,41
13777,0.66,0.83,0.0,0.6061,183
13778,0.7,0.79,0.0,0.6667,473
13779,0.72,0.74,0.1045,0.697,739
13780,0.76,0.66,0.1045,0.7273,343
13781,0.8,0.55,0.0,0.7576,181
13782,0.82,0.52,0.1045,0.7727,226
13783,0.84,0.44,0.1343,0.7576,286
13784,0.86,0.44,0.2239,0.7879,310
13785,0.86,0.41,0.1343,0.7879,225
13786,0.78,0.62,0.4627,0.7424,270
13787,0.82,0.46,0.194,0.7576,406
13788,0.82,0.52,0.2537,0.7727,865
13789,0.8,0.59,0.2239,0.7727,767
13790,0.8,0.63,0.1642,0.7879,607
13791,0.78,0.66,0.0,0.7576,427
13792,0.76,0.66,0.2239,0.7273,342
13793,0.74,0.7,0.194,0.697,262
13794,0.72,0.7,0.2537,0.6818,177
13795,0.72,0.7,0.194,0.6818,71
13796,0.7,0.74,0.194,0.6667,43
13797,0.68,0.79,0.2239,0.6364,14
13798,0.68,0.79,0.2239,0.6364,6
13799,0.66,0.83,0.2537,0.6061,12
13800,0.66,0.83,0.1642,0.6061,37
13801,0.66,0.83,0.2239,0.6061,163
13802,0.7,0.74,0.1045,0.6667,421
13803,0.72,0.7,0.1343,0.6818,668
13804,0.74,0.66,0.1045,0.697,396
13805,0.8,0.52,0.194,0.7424,249
13806,0.84,0.49,0.2836,0.7879,263
13807,0.86,0.5,0.2985,0.8182,338
13808,0.86,0.47,0.2836,0.803,345
13809,0.86,0.44,0.2537,0.7879,331
13810,0.88,0.42,0.2537,0.8182,380
13811,0.86,0.41,0.2239,0.7879,492
13812,0.84,0.53,0.2836,0.803,741
13813,0.82,0.59,0.2537,0.803,671
13814,0.8,0.63,0.2239,0.7879,469
13815,0.78,0.66,0.2239,0.7576,389
13816,0.76,0.66,0.194,0.7273,278
13817,0.76,0.7,0.2537,0.7273,202
13818,0.74,0.79,0.1343,0.7121,196
13819,0.74,0.79,0.1642,0.7121,161
13820,0.72,0.84,0.194,0.7121,122
13821,0.72,0.84,0.1343,0.7121,84
13822,0.72,0.84,0.1343,0.7121,30
13823,0.72,0.79,0.194,0.697,13
13824,0.7,0.84,0.2239,0.6667,17
13825,0.7,0.84,0.2239,0.6667,49
13826,0.72,0.77,0.1642,0.697,67
13827,0.74,0.72,0.194,0.7273,181
13828,0.78,0.65,0.2239,0.7576,278
13829,0.82,0.57,0.194,0.7727,396
13830,0.86,0.47,0.2537,0.803,470
13831,0.86,0.4,0.3582,0.7879,547
13832,0.88,0.42,0.2985,0.8182,527
13833,0.88,0.4,0.3881,0.803,472
13834,0.88,0.42,0.4179,0.8182,489
13835,0.9,0.39,0.2985,0.8182,450
13836,0.88,0.37,0.2985,0.7879,492
13837,0.86,0.41,0.3284,0.7879,490
13838,0.82,0.52,0.3582,0.7727,397
13839,0.82,0.52,0.2985,0.7727,312
13840,0.8,0.59,0.2537,0.7727,289
13841,0.76,0.66,0.2836,0.7273,269
13842,0.76,0.66,0.2985,0.7273,222
13843,0.74,0.7,0.2836,0.697,153
13844,0.74,0.7,0.2537,0.697,87
13845,0.74,0.7,0.2985,0.697,73
13846,0.72,0.74,0.2537,0.697,41
13847,0.72,0.74,0.2537,0.697,14
13848,0.72,0.74,0.2537,0.697,19
13849,0.72,0.79,0.2537,0.697,19
13850,0.74,0.74,0.2985,0.7121,68
13851,0.76,0.66,0.3284,0.7273,108
13852,0.8,0.59,0.3582,0.7727,229
13853,0.8,0.59,0.4179,0.7727,364
13854,0.82,0.56,0.4179,0.7879,437
13855,0.86,0.47,0.5224,0.803,491
13856,0.88,0.44,0.4627,0.8182,523
13857,0.9,0.42,0.4627,0.8485,526
13858,0.9,0.37,0.5224,0.8182,450
13859,0.82,0.46,0.2537,0.7576,421
13860,0.82,0.46,0.2537,0.7576,382
13861,0.7,0.74,0.1343,0.6667,229
13862,0.7,0.84,0.2239,0.6667,185
13863,0.7,0.84,0.1045,0.6667,193
13864,0.72,0.79,0.1045,0.697,208
13865,0.72,0.79,0.0896,0.697,157
13866,0.72,0.79,0.1642,0.697,87
13867,0.72,0.79,0.0,0.697,33
13868,0.72,0.79,0.0896,0.697,11
13869,0.72,0.79,0.1343,0.697,5
13870,0.72,0.79,0.0896,0.697,5
13871,0.72,0.74,0.1343,0.697,11
13872,0.7,0.79,0.194,0.6667,25
13873,0.7,0.79,0.2239,0.6667,141
13874,0.72,0.7,0.194,0.6818,407
13875,0.7,0.79,0.0,0.6667,605
13876,0.7,0.79,0.1642,0.6667,276
13877,0.74,0.7,0.2239,0.697,213
13878,0.76,0.66,0.1343,0.7273,260
13879,0.78,0.55,0.0896,0.7273,285
13880,0.8,0.49,0.2239,0.7424,289
13881,0.82,0.46,0.0,0.7576,287
13882,0.82,0.46,0.1343,0.7576,274
13883,0.84,0.41,0.1045,0.7576,451
13884,0.82,0.41,0.0,0.7424,858
13885,0.82,0.41,0.1343,0.7424,843
13886,0.78,0.59,0.194,0.7424,640
13887,0.76,0.66,0.1642,0.7273,457
13888,0.74,0.7,0.194,0.697,317
13889,0.74,0.7,0.0896,0.697,207
13890,0.72,0.74,0.194,0.697,113
13891,0.7,0.84,0.194,0.6667,47
13892,0.7,0.84,0.1343,0.6667,18
13893,0.7,0.84,0.1343,0.6667,13
13894,0.7,0.84,0.0,0.6667,6
13895,0.68,0.83,0.1343,0.6364,9
13896,0.7,0.79,0.1045,0.6667,36
13897,0.7,0.79,0.194,0.6667,179
13898,0.7,0.74,0.1343,0.6667,502
13899,0.7,0.7,0.1642,0.6515,705
13900,0.7,0.74,0.1343,0.6667,327
13901,0.74,0.7,0.1343,0.697,250
13902,0.76,0.66,0.0896,0.7273,214
13903,0.8,0.55,0.1343,0.7576,283
13904,0.8,0.52,0.194,0.7424,253
13905,0.82,0.46,0.0,0.7576,261
13906,0.8,0.52,0.0,0.7424,306
13907,0.76,0.66,0.2836,0.7273,445
13908,0.78,0.62,0.1343,0.7424,868
13909,0.76,0.62,0.1642,0.7121,814
13910,0.76,0.66,0.1045,0.7273,610
13911,0.74,0.7,0.1343,0.697,448
13912,0.72,0.74,0.0,0.697,317
13913,0.72,0.74,0.1045,0.697,224
13914,0.72,0.79,0.0,0.697,138
13915,0.7,0.84,0.0,0.6667,58
13916,0.72,0.79,0.0,0.697,23
13917,0.7,0.84,0.0,0.6667,6
13918,0.7,0.84,0.0,0.6667,7
13919,0.7,0.84,0.0,0.6667,7
13920,0.68,0.89,0.1642,0.6364,43
13921,0.7,0.84,0.1642,0.6667,173
13922,0.7,0.84,0.1642,0.6667,482
13923,0.74,0.72,0.0896,0.7273,737
13924,0.76,0.66,0.0,0.7273,341
13925,0.8,0.52,0.1343,0.7424,214
13926,0.8,0.52,0.0,0.7424,239
13927,0.8,0.52,0.0,0.7424,280
13928,0.8,0.52,0.0,0.7424,313
13929,0.8,0.52,0.2537,0.7424,236
13930,0.84,0.44,0.194,0.7576,278
13931,0.8,0.49,0.2836,0.7424,441
13932,0.8,0.55,0.2836,0.7576,858
13933,0.78,0.55,0.1642,0.7273,862
13934,0.76,0.66,0.2239,0.7273,686
13935,0.74,0.66,0.194,0.697,500
13936,0.74,0.66,0.1045,0.697,381
13937,0.72,0.74,0.1045,0.697,233
13938,0.72,0.7,0.1343,0.6818,136
13939,0.72,0.74,0.194,0.697,67
13940,0.7,0.79,0.1343,0.6667,28
13941,0.7,0.84,0.0896,0.6667,14
13942,0.68,0.83,0.0896,0.6364,6
13943,0.68,0.89,0.1343,0.6364,10
13944,0.66,0.94,0.0,0.5909,41
13945,0.66,0.83,0.1642,0.6061,167
13946,0.7,0.84,0.1642,0.6667,475
13947,0.72,0.74,0.1045,0.697,698
13948,0.76,0.66,0.1642,0.7273,353
13949,0.8,0.55,0.2239,0.7576,205
13950,0.84,0.44,0.0,0.7576,260
13951,0.84,0.44,0.1045,0.7576,277
13952,0.86,0.41,0.1045,0.7879,281
13953,0.88,0.32,0.2239,0.7727,247
13954,0.88,0.32,0.2239,0.7727,267
13955,0.86,0.39,0.2537,0.7727,417
13956,0.86,0.36,0.2537,0.7576,810
13957,0.82,0.46,0.2537,0.7576,811
13958,0.8,0.55,0.194,0.7576,623
13959,0.7,0.54,0.2836,0.6515,478
13960,0.7,0.58,0.1642,0.6515,336
13961,0.66,0.69,0.2239,0.6212,259
13962,0.66,0.74,0.0,0.6212,156
13963,0.7,0.65,0.0896,0.6515,85
13964,0.7,0.65,0.1045,0.6515,41
13965,0.7,0.74,0.1642,0.6667,20
13966,0.72,0.79,0.194,0.697,9
13967,0.7,0.84,0.2836,0.6667,7
13968,0.7,0.84,0.2836,0.6667,33
13969,0.64,0.89,0.2985,0.5758,44
13970,0.64,0.89,0.1045,0.5758,133
13971,0.62,0.91,0.1642,0.5455,119
13972,0.64,0.89,0.0,0.5758,220
13973,0.66,0.89,0.1045,0.5909,193
13974,0.68,0.79,0.1343,0.6364,251
13975,0.74,0.66,0.3582,0.697,315
13976,0.76,0.58,0.3582,0.7121,290
13977,0.76,0.58,0.3582,0.7121,307
13978,0.8,0.52,0.4478,0.7424,324
13979,0.78,0.55,0.2985,0.7273,467
13980,0.8,0.52,0.2836,0.7424,730
13981,0.76,0.62,0.2985,0.7121,640
13982,0.76,0.62,0.2836,0.7121,492
13983,0.74,0.66,0.2985,0.697,370
13984,0.74,0.66,0.2537,0.697,286
13985,0.72,0.74,0.2836,0.697,218
13986,0.72,0.7,0.2836,0.6818,192
13987,0.7,0.7,0.2836,0.6515,180
13988,0.66,0.74,0.2239,0.6212,116
13989,0.64,0.78,0.194,0.5909,85
13990,0.62,0.83,0.1642,0.5758,21
13991,0.62,0.83,0.1045,0.5758,10
13992,0.62,0.88,0.1045,0.5606,11
13993,0.62,0.88,0.1045,0.5606,23
13994,0.64,0.83,0.0896,0.5758,62
13995,0.66,0.83,0.1045,0.6061,162
13996,0.68,0.79,0.194,0.6364,271
13997,0.72,0.62,0.0896,0.6818,407
13998,0.74,0.66,0.1642,0.697,499
13999,0.76,0.58,0.2239,0.7121,546
14000,0.8,0.49,0.3582,0.7424,569
14001,0.8,0.49,0.2985,0.7424,538
14002,0.8,0.46,0.2836,0.7273,562
14003,0.8,0.46,0.2985,0.7273,531
14004,0.74,0.66,0.3582,0.697,512
14005,0.7,0.74,0.2985,0.6667,300
14006,0.66,0.89,0.1045,0.5909,275
14007,0.66,0.89,0.4179,0.5909,160
14008,0.66,0.89,0.1642,0.5909,128
14009,0.66,0.89,0.1642,0.5909,168
14010,0.66,0.78,0.1642,0.6061,163
14011,0.64,0.73,0.1343,0.6061,120
14012,0.62,0.78,0.1343,0.5909,113
14013,0.64,0.69,0.1343,0.6061,86
14014,0.62,0.73,0.0896,0.5909,48
14015,0.64,0.69,0.0896,0.6061,10
14016,0.64,0.61,0.194,0.6212,10
14017,0.64,0.65,0.1642,0.6061,16
14018,0.64,0.65,0.1343,0.6061,39
14019,0.66,0.54,0.2239,0.6212,119
14020,0.7,0.48,0.2239,0.6515,217
14021,0.7,0.51,0.1642,0.6515,328
14022,0.74,0.42,0.1642,0.6667,449
14023,0.74,0.42,0.194,0.6667,505
14024,0.78,0.4,0.0,0.697,543
14025,0.76,0.4,0.194,0.6818,579
14026,0.76,0.4,0.1343,0.6818,577
14027,0.76,0.4,0.1045,0.6818,513
14028,0.8,0.33,0.0,0.697,505
14029,0.78,0.35,0.1045,0.6818,491
14030,0.74,0.4,0.1343,0.6515,465
14031,0.72,0.45,0.0,0.6515,300
14032,0.72,0.51,0.0896,0.6667,220
14033,0.7,0.58,0.1343,0.6515,181
14034,0.68,0.61,0.0,0.6364,110
14035,0.66,0.65,0.1045,0.6212,47
14036,0.66,0.65,0.0896,0.6212,14
14037,0.64,0.69,0.1045,0.6061,9
14038,0.64,0.69,0.0,0.6061,6
14039,0.64,0.69,0.1045,0.6061,11
14040,0.64,0.69,0.1045,0.6061,36
14041,0.62,0.73,0.0896,0.5909,159
14042,0.66,0.65,0.1343,0.6212,436
14043,0.72,0.51,0.0896,0.6667,673
14044,0.74,0.45,0.0,0.6667,305
14045,0.76,0.4,0.0,0.6818,199
14046,0.76,0.4,0.0896,0.6818,245
14047,0.78,0.4,0.194,0.697,276
14048,0.78,0.4,0.1642,0.697,254
14049,0.8,0.33,0.1045,0.697,248
14050,0.82,0.34,0.2239,0.7273,274
14051,0.8,0.36,0.0896,0.7121,464
14052,0.8,0.36,0.1642,0.7121,818
14053,0.76,0.52,0.2836,0.697,812
14054,0.74,0.58,0.1642,0.6818,555
14055,0.74,0.62,0.2239,0.6818,432
14056,0.72,0.66,0.194,0.6818,290
14057,0.72,0.62,0.3284,0.6818,192
14058,0.7,0.7,0.2239,0.6515,128
14059,0.7,0.74,0.2239,0.6667,60
14060,0.68,0.79,0.2537,0.6364,27
14061,0.68,0.83,0.194,0.6364,11
14062,0.68,0.83,0.194,0.6364,3
14063,0.68,0.83,0.194,0.6364,5
14064,0.68,0.89,0.194,0.6364,36
14065,0.64,0.83,0.194,0.5758,64
14066,0.66,0.83,0.0896,0.6061,179
14067,0.66,0.89,0.0896,0.5909,618
14068,0.7,0.74,0.0,0.6667,402
14069,0.7,0.79,0.1045,0.6667,208
14070,0.74,0.62,0.0,0.6818,196
14071,0.78,0.49,0.1343,0.7121,300
14072,0.8,0.46,0.0896,0.7273,286
14073,0.82,0.41,0.2239,0.7424,255
14074,0.82,0.46,0.2239,0.7576,283
14075,0.82,0.43,0.2239,0.7424,458
14076,0.76,0.66,0.2537,0.7273,812
14077,0.76,0.62,0.2836,0.7121,854
14078,0.76,0.66,0.194,0.7273,627
14079,0.74,0.74,0.2239,0.7121,436
14080,0.74,0.62,0.2239,0.6818,308
14081,0.72,0.66,0.0896,0.6818,189
14082,0.72,0.66,0.1642,0.6818,167
14083,0.7,0.61,0.194,0.6515,60
14084,0.7,0.61,0.0,0.6515,37
14085,0.68,0.65,0.0,0.6364,8
14086,0.66,0.74,0.1045,0.6212,11
14087,0.64,0.83,0.1045,0.5758,4
14088,0.64,0.78,0.1045,0.5909,39
14089,0.64,0.78,0.1045,0.5909,172
14090,0.66,0.69,0.194,0.6212,492
14091,0.7,0.65,0.2836,0.6515,682
14092,0.72,0.62,0.194,0.6818,367
14093,0.72,0.62,0.194,0.6818,233
14094,0.74,0.58,0.194,0.6818,235
14095,0.74,0.55,0.2239,0.6818,307
14096,0.78,0.49,0.194,0.7121,294
14097,0.76,0.52,0.2985,0.697,255
14098,0.76,0.52,0.2537,0.697,266
14099,0.76,0.48,0.194,0.6818,431
14100,0.74,0.55,0.2836,0.6818,851
14101,0.74,0.51,0.2239,0.6667,848
14102,0.7,0.61,0.1343,0.6515,649
14103,0.7,0.61,0.1343,0.6515,427
14104,0.7,0.61,0.194,0.6515,315
14105,0.7,0.61,0.1642,0.6515,226
14106,0.68,0.65,0.1045,0.6364,138
14107,0.66,0.69,0.0,0.6212,76
14108,0.64,0.73,0.0,0.6061,21
14109,0.64,0.69,0.194,0.6061,15
14110,0.62,0.73,0.2537,0.5909,4
14111,0.62,0.73,0.2239,0.5909,5
14112,0.6,0.78,0.1642,0.5758,37
14113,0.6,0.78,0.1642,0.5758,165
14114,0.64,0.69,0.2239,0.6061,464
14115,0.68,0.61,0.194,0.6364,682
14116,0.72,0.54,0.1045,0.6667,337
14117,0.74,0.48,0.1343,0.6667,199
14118,0.76,0.37,0.0896,0.6667,274
14119,0.8,0.33,0.1045,0.697,343
14120,0.8,0.31,0.2239,0.697,300
14121,0.82,0.32,0.0,0.7121,248
14122,0.8,0.33,0.2537,0.697,260
14123,0.82,0.32,0.2239,0.7121,419
14124,0.82,0.34,0.194,0.7273,897
14125,0.8,0.36,0.0,0.7121,832
14126,0.76,0.4,0.1045,0.6818,677
14127,0.76,0.4,0.0896,0.6818,514
14128,0.74,0.48,0.194,0.6667,356
14129,0.72,0.51,0.1642,0.6667,254
14130,0.7,0.54,0.1045,0.6515,226
14131,0.68,0.57,0.1642,0.2424,88
14132,0.66,0.65,0.1045,0.2424,54
14133,0.66,0.61,0.1343,0.2424,19
14134,0.64,0.65,0.1045,0.2424,6
14135,0.64,0.73,0.1642,0.2424,9
14136,0.64,0.73,0.1045,0.2424,36
14137,0.62,0.78,0.1343,0.2424,157
14138,0.64,0.73,0.1045,0.2424,379
14139,0.68,0.65,0.1343,0.2424,668
14140,0.7,0.58,0.1045,0.2424,378
14141,0.74,0.55,0.1642,0.2424,231
14142,0.76,0.52,0.2836,0.2424,303
14143,0.82,0.41,0.2239,0.2424,365
14144,0.84,0.36,0.3881,0.2424,357
14145,0.86,0.34,0.4179,0.2424,328
14146,0.86,0.3,0.4627,0.2424,383
14147,0.84,0.32,0.4478,0.2424,488
14148,0.82,0.36,0.3284,0.2424,791
14149,0.82,0.38,0.2537,0.2424,669
14150,0.74,0.55,0.3881,0.2424,491
14151,0.72,0.58,0.2239,0.2424,359
14152,0.68,0.69,0.2985,0.2424,255
14153,0.66,0.83,0.194,0.2424,213
14154,0.64,0.83,0.2239,0.2424,121
14155,0.64,0.83,0.2239,0.5758,105
14156,0.62,0.94,0.1642,0.5455,92
14157,0.62,0.88,0.1642,0.5606,43
14158,0.62,0.88,0.194,0.5606,30
14159,0.62,0.73,0.2239,0.5909,13
14160,0.6,0.78,0.2537,0.5758,9
14161,0.6,0.83,0.2239,0.5606,27
14162,0.6,0.83,0.2239,0.5606,64
14163,0.64,0.69,0.2537,0.6061,189
14164,0.66,0.65,0.2836,0.6212,292
14165,0.7,0.54,0.1642,0.6515,480
14166,0.72,0.51,0.0,0.6667,536
14167,0.76,0.37,0.194,0.6667,654
14168,0.74,0.4,0.194,0.6515,644
14169,0.76,0.37,0.2836,0.6667,598
14170,0.76,0.37,0.2239,0.6667,596
14171,0.76,0.37,0.2537,0.6667,641
14172,0.76,0.37,0.2239,0.6667,635
14173,0.74,0.37,0.1642,0.6515,554
14174,0.7,0.45,0.1642,0.6364,488
14175,0.7,0.45,0.1045,0.6364,341
14176,0.66,0.61,0.0,0.6212,338
14177,0.66,0.61,0.0,0.6212,261
14178,0.64,0.65,0.0896,0.6061,235
14179,0.66,0.57,0.0896,0.6212,187
14180,0.64,0.65,0.0,0.6061,131
14181,0.62,0.69,0.0896,0.6061,119
14182,0.62,0.61,0.1642,0.6061,55
14183,0.62,0.65,0.1642,0.6061,26
14184,0.6,0.73,0.1343,0.5909,11
14185,0.62,0.69,0.1045,0.6061,20
14186,0.62,0.69,0.1343,0.6061,41
14187,0.64,0.69,0.1045,0.6061,124
14188,0.66,0.74,0.0,0.6212,270
14189,0.68,0.69,0.0,0.6364,425
14190,0.64,0.78,0.1642,0.5909,272
14191,0.64,0.73,0.0,0.6061,298
14192,0.64,0.83,0.1343,0.5758,162
14193,0.64,0.73,0.0,0.6061,149
14194,0.64,0.65,0.0,0.6061,276
14195,0.66,0.65,0.0,0.6212,356
14196,0.64,0.78,0.1045,0.5909,343
14197,0.64,0.78,0.1045,0.5909,377
14198,0.64,0.73,0.1343,0.6061,341
14199,0.64,0.73,0.194,0.6061,274
14200,0.62,0.78,0.0896,0.5909,190
14201,0.62,0.78,0.1642,0.5909,56
14202,0.62,0.73,0.0,0.5909,46
14203,0.6,0.83,0.1045,0.5606,26
14204,0.6,0.83,0.1642,0.5606,10
14205,0.6,0.83,0.1642,0.5606,5
14206,0.6,0.88,0.1045,0.5455,3
14207,0.6,0.83,0.0896,0.5606,7
14208,0.6,0.83,0.0,0.5606,37
14209,0.6,0.78,0.1343,0.5758,161
14210,0.62,0.78,0.1343,0.5909,442
14211,0.62,0.73,0.1045,0.5909,655
14212,0.64,0.69,0.0,0.6061,357
14213,0.64,0.69,0.0896,0.6061,193
14214,0.66,0.65,0.1045,0.6212,241
14215,0.66,0.61,0.1045,0.6212,282
14216,0.7,0.58,0.1343,0.6515,291
14217,0.72,0.54,0.1642,0.6667,275
14218,0.72,0.54,0.2537,0.6667,309
14219,0.72,0.54,0.2537,0.6667,460
14220,0.7,0.58,0.2836,0.6515,893
14221,0.62,0.78,0.2537,0.5909,815
14222,0.62,0.78,0.194,0.5909,299
14223,0.62,0.83,0.2836,0.5758,261
14224,0.6,0.83,0.0,0.5606,245
14225,0.6,0.83,0.0,0.5606,161
14226,0.6,0.83,0.0,0.5606,102
14227,0.6,0.83,0.0896,0.5606,59
14228,0.6,0.83,0.1343,0.5606,33
14229,0.58,0.88,0.2836,0.5455,8
14230,0.56,0.88,0.0,0.5303,3
14231,0.56,0.88,0.0,0.5303,4
14232,0.56,0.83,0.0896,0.5303,34
14233,0.56,0.83,0.1045,0.5303,169
14234,0.6,0.78,0.1045,0.5758,519
14235,0.6,0.78,0.1343,0.5758,723
14236,0.64,0.69,0.0,0.6061,328
14237,0.66,0.61,0.1045,0.6212,178
14238,0.7,0.54,0.0,0.6515,256
14239,0.72,0.45,0.0,0.6515,305
14240,0.74,0.4,0.0,0.6515,331
14241,0.76,0.37,0.0896,0.6667,302
14242,0.76,0.37,0.0,0.6667,302
14243,0.76,0.37,0.0,0.6667,467
14244,0.74,0.51,0.2836,0.6667,878
14245,0.72,0.54,0.2239,0.6667,625
14246,0.62,0.73,0.1045,0.5909,476
14247,0.64,0.73,0.0,0.6061,358
14248,0.64,0.73,0.0,0.6061,280
14249,0.64,0.78,0.0,0.5909,232
14250,0.62,0.83,0.0,0.5758,136
14251,0.62,0.83,0.1045,0.5758,55
14252,0.62,0.78,0.0,0.5909,21
14253,0.62,0.78,0.0,0.5909,17
14254,0.62,0.78,0.0,0.5909,7
14255,0.58,0.83,0.1045,0.5455,8
14256,0.6,0.78,0.0,0.5758,40
14257,0.62,0.73,0.0,0.5909,187
14258,0.62,0.78,0.0,0.5909,553
14259,0.64,0.73,0.0896,0.6061,740
14260,0.68,0.65,0.0,0.6364,376
14261,0.7,0.61,0.0896,0.6515,225
14262,0.72,0.58,0.0896,0.6667,267
14263,0.74,0.51,0.0,0.6667,312
14264,0.76,0.48,0.1045,0.6818,316
14265,0.76,0.45,0.1045,0.6818,266
14266,0.76,0.48,0.1343,0.6818,316
14267,0.74,0.55,0.2239,0.6818,460
14268,0.74,0.55,0.2239,0.6818,783
14269,0.66,0.61,0.2239,0.6212,683
14270,0.66,0.74,0.0,0.6212,580
14271,0.64,0.73,0.194,0.6061,391
14272,0.64,0.73,0.0,0.6061,351
14273,0.64,0.73,0.0,0.6061,281
14274,0.64,0.83,0.0,0.5758,140
14275,0.64,0.78,0.0,0.5909,60
14276,0.62,0.83,0.0,0.5758,25
14277,0.62,0.83,0.0,0.5758,20
14278,0.62,0.83,0.0896,0.5758,9
14279,0.62,0.83,0.0,0.5758,6
14280,0.62,0.83,0.0,0.5758,37
14281,0.6,0.88,0.0896,0.5455,192
14282,0.62,0.83,0.0896,0.5758,481
14283,0.66,0.74,0.0896,0.6212,707
14284,0.7,0.7,0.0,0.6515,412
14285,0.74,0.58,0.0896,0.6818,233
14286,0.76,0.48,0.0896,0.6818,278
14287,0.78,0.38,0.0,0.6818,332
14288,0.82,0.38,0.0896,0.7273,346
14289,0.78,0.46,0.2239,0.697,305
14290,0.78,0.46,0.1343,0.697,305
14291,0.76,0.48,0.1642,0.6818,465
14292,0.76,0.45,0.2239,0.6818,820
14293,0.74,0.48,0.2239,0.6667,941
14294,0.72,0.51,0.0896,0.6667,633
14295,0.7,0.61,0.1045,0.6515,474
14296,0.7,0.61,0.1343,0.6515,329
14297,0.68,0.61,0.1045,0.6364,198
14298,0.66,0.69,0.0,0.6212,157
14299,0.66,0.69,0.0,0.6212,111
14300,0.64,0.73,0.0,0.6061,42
14301,0.66,0.69,0.0,0.6212,16
14302,0.64,0.73,0.0,0.6061,8
14303,0.64,0.73,0.0,0.6061,8
14304,0.64,0.78,0.0,0.5909,38
14305,0.62,0.83,0.0,0.5758,151
14306,0.64,0.78,0.0,0.5909,425
14307,0.66,0.74,0.0,0.6212,744
14308,0.72,0.58,0.0,0.6667,389
14309,0.76,0.48,0.0,0.6818,262
14310,0.76,0.48,0.1045,0.6818,281
14311,0.76,0.45,0.0896,0.6818,371
14312,0.8,0.41,0.1045,0.7121,351
14313,0.78,0.43,0.1045,0.697,338
14314,0.76,0.48,0.1343,0.6818,350
14315,0.76,0.48,0.1343,0.6818,515
14316,0.74,0.51,0.2239,0.6667,812
14317,0.72,0.62,0.194,0.6818,736
14318,0.72,0.58,0.1642,0.6667,536
14319,0.7,0.65,0.2239,0.6515,363
14320,0.7,0.61,0.1642,0.6515,306
14321,0.7,0.61,0.0,0.6515,251
14322,0.68,0.69,0.0896,0.6364,178
14323,0.7,0.61,0.0,0.6515,135
14324,0.68,0.69,0.0,0.6364,115
14325,0.66,0.74,0.0896,0.6212,79
14326,0.66,0.69,0.0896,0.6212,38
14327,0.66,0.69,0.1045,0.6212,12
14328,0.64,0.73,0.1642,0.6061,14
14329,0.64,0.78,0.1642,0.5909,30
14330,0.64,0.78,0.194,0.5909,102
14331,0.66,0.74,0.2537,0.6212,162
14332,0.68,0.69,0.2836,0.6364,288
14333,0.7,0.65,0.2985,0.6515,442
14334,0.72,0.62,0.2836,0.6818,457
14335,0.72,0.54,0.3881,0.6667,584
14336,0.72,0.51,0.3582,0.6667,517
14337,0.66,0.65,0.2537,0.6212,482
14338,0.64,0.73,0.3284,0.6061,233
14339,0.66,0.74,0.2985,0.6212,434
14340,0.66,0.74,0.3284,0.6212,403
14341,0.66,0.69,0.4627,0.6212,383
14342,0.64,0.78,0.2985,0.5909,354
14343,0.62,0.83,0.2537,0.5758,241
14344,0.62,0.83,0.3582,0.5758,208
14345,0.62,0.83,0.3582,0.5758,182
14346,0.62,0.83,0.2537,0.5758,158
14347,0.64,0.89,0.2537,0.5758,134
14348,0.64,0.89,0.194,0.5758,134
14349,0.64,0.89,0.2239,0.5758,116
14350,0.64,0.89,0.2537,0.5758,53
14351,0.64,0.89,0.194,0.5758,16
14352,0.64,0.89,0.194,0.5758,16
14353,0.62,0.88,0.2985,0.5606,21
14354,0.64,0.89,0.194,0.5758,34
14355,0.68,0.79,0.2836,0.6364,133
14356,0.68,0.79,0.2537,0.6364,263
14357,0.74,0.66,0.3881,0.697,385
14358,0.74,0.66,0.3582,0.697,482
14359,0.72,0.74,0.3582,0.697,626
14360,0.66,0.78,0.4179,0.6061,541
14361,0.64,0.89,0.1045,0.5758,377
14362,0.64,0.89,0.2836,0.5758,391
14363,0.64,0.89,0.2836,0.5758,173
14364,0.64,0.89,0.2239,0.5758,233
14365,0.64,0.89,0.0896,0.5758,264
14366,0.64,0.89,0.1642,0.5758,292
14367,0.64,0.89,0.1642,0.5758,211
14368,0.64,0.83,0.1343,0.5758,166
14369,0.62,0.88,0.0896,0.5606,114
14370,0.62,0.83,0.0896,0.5758,80
